headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
The Rodeo,2023-11-24,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575956&afflky=369NMM,202928,1400620,Music Maelström,16096.0
Los Tigres del Norte,2023-11-25,Amarillo Civic Center Auditorium,scheduled,"401 South Buchannan, Amarillo Texas 79101",['latin'],https://www.amarillociviccenter.com/rentals/venue-information/auditorium?utm_source=jambase,202928,1400620,Gracias America Sin Fronteras,239361.0
Intocable,2023-11-25,Payne Arena,scheduled,"2600 N 10th Street, Hidalgo Texas 78557","['latin', 'pop']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fintocable-evolucion-tour-2023-hidalgo-texas-11-25-2023%2Fevent%2F3A005E38D1AA9623,202928,1400620,Contigo,240069.0
Erykah Badu,2023-11-25,Smart Financial Centre at Sugar Land,scheduled,"18111 Lexington Blvd., Sugar Land Texas 77479","['hip-hop-rap', 'rhythm-and-blues-soul']",http://www.smartfinancialcentre.net/?utm_source=jambase,202928,1400620,Baduizm,10513486.0
Los Huracanes del Norte,2023-11-25,Plaza de Toros la Villa Real,scheduled,"5212 Little York Road, Houston Texas 77016",['latin'],https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/los-huracanes-del-norte-houston-tickets-11-25-2023/event/152545777/,202928,1400620,Con Experiencia Y Juventud,110970.0
Roy Woods,2023-11-25,The Studio at The Factory,scheduled,"2727 Canton Street, Dallas Texas 75226","['hip-hop-rap', 'rhythm-and-blues-soul']",https://www.axs.com/events/497944/roy-woods-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Exis,2984816.0
Malaa,2023-11-25,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=568185&afflky=369NMM,202928,1400620,Notorious,216875.0
The Bellamy Brothers,2023-11-25,Main Street Crossing,scheduled,"111 West Main Street, Tomball Texas 77375",['country-music'],https://mainstreetcrossing.com/?utm_source=jambase,202928,1400620,Bellamy Brothers,299754.0
Randy Rogers Band,2023-11-25,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,Just A Matter Of Time,230403.0
PJ Morton,2023-11-25,Fort Bend County Epicenter,scheduled,"28505 Southwest Freeway, Rosenberg Texas 77471","['indie', 'rhythm-and-blues-soul']",No Ticket Link,202928,1400620,Gumbo,511854.0
Princess Chelsea,2023-11-25,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",['pop'],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,Lil' Golden Book,2289246.0
Sofar Sounds Houston Secret Concert,2023-11-25,Sofar Sounds Midtown,scheduled,", Houston Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51897,202928,1400620,,
Jonny Craig,2023-11-25,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",['metal'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/47886155/jonny-craigthe-past-should-stay-dead-tourcelebrating-15-years-of-relativity-austin-come-and-take-it-live?utm_source=jambase&utm_campaign=jambase,202928,1400620,A Dream Is A Question You Don't Know How To Answer,2663822.0
Matroda,2023-11-25,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.stereolive.com/dallas/?utm_source=jambase,202928,1400620,Forget It,264442.0
Jeezy,2023-11-24,Smart Financial Centre at Sugar Land,scheduled,"18111 Lexington Blvd., Sugar Land Texas 77479",['hip-hop-rap'],http://www.smartfinancialcentre.net/?utm_source=jambase,202928,1400620,The Recession (Edited Version),2679637.0
Los Tigres del Norte,2023-11-24,La Hacienda Events Center,scheduled,"12600 State Highway 191, Midland Texas 79707",['latin'],https://www.haciendamidland.com/?utm_source=jambase,202928,1400620,Gracias America Sin Fronteras,239361.0
Kirk Franklin,2023-11-24,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkirk-franklin-the-reunion-tour-fort-worth-texas-11-24-2023%2Fevent%2F0C005ECFCF3A2A2C,202928,1400620,Hero,574664.0
La Sonora Santanera,2023-11-24,Payne Arena,scheduled,"2600 N 10th Street, Hidalgo Texas 78557",['latin'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fla-unica-internacional-sonora-santanera-y-hidalgo-texas-11-24-2023%2Fevent%2F3A005F21D4594562,202928,1400620,La Sonora Santanera en Su 60 Aniversario,163708.0
Roy Woods,2023-11-24,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701","['hip-hop-rap', 'rhythm-and-blues-soul']",https://www.seetickets.us/event/ROY-WOODS-ME-and-U-TOUR/564771,202928,1400620,Exis,2984816.0
Sara Evans,2023-11-24,Perot Theatre,scheduled,"221 Main St, Texarkana Texas 75501",['country-music'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/3358514/sara-evansgo-tell-it-on-the-mountain-tour-texarkana-perot-theatre?utm_source=jambase&utm_campaign=jambase,202928,1400620,Restless,652225.0
Tyla Yaweh,2023-11-24,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['hip-hop-rap'],https://www.houseofblues.com/dallas/events?utm_source=jambase,202928,1400620,Heart Full of Rage,1123705.0
Aqua,2023-11-24,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Faqua-barbie-world-tour-austin-texas-11-24-2023%2Fevent%2F3A005F18B42D3DC2,202928,1400620,Aquarium,4119438.0
NGHTMRE,2023-11-24,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719","['edm', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=559961&afflky=369NMM,202928,1400620,DRMVRSE,346238.0
Purple Kiss,2023-11-24,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205",['pop'],https://vibeseventcenter.com/?utm_source=jambase,202928,1400620,Into Violet,2267289.0
The Bellamy Brothers,2023-11-24,Main Street Crossing,scheduled,"111 West Main Street, Tomball Texas 77375",['country-music'],https://mainstreetcrossing.com/?utm_source=jambase,202928,1400620,Bellamy Brothers,299754.0
Casey Donahew Band,2023-11-24,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",[],https://www.houseofblues.com/houston?utm_source=jambase,202928,1400620,Moving On,164742.0
Wade,2023-11-24,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057",[],https://www.eventbrite.com/e/wade-miguel-bastida-stereo-live-houston-tickets-708677071197,202928,1400620,All for You,65650.0
Kidz Bop,2023-11-24,Majestic Theatre,scheduled,"226 East Houston St., San Antonio Texas 78205",[],https://www.majesticempire.com/?utm_source=jambase,202928,1400620,(null),1840.0
Cory Cross,2023-11-24,The Post at River East,scheduled,"2925 Race Street, Fort Worth Texas 76111",[],https://www.tixr.com/groups/afallon/events/cory-cross-noah-g-fowler-86609?utm_source=jambase&utm_campaign=jambase,202928,1400620,Careless Love (International Version),1335.0
Kirk Franklin,2023-11-24,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkirk-franklin-the-reunion-tour-fort-worth-texas-11-24-2023%2Fevent%2F0C005ECFCF3A2A2C,202928,1400620,Hero,574664.0
La Sonora Santanera,2023-11-24,Payne Arena,scheduled,"2600 N 10th Street, Hidalgo Texas 78557",['latin'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fla-unica-internacional-sonora-santanera-y-hidalgo-texas-11-24-2023%2Fevent%2F3A005F21D4594562,202928,1400620,La Sonora Santanera en Su 60 Aniversario,163708.0
Roy Woods,2023-11-24,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701","['hip-hop-rap', 'rhythm-and-blues-soul']",https://www.seetickets.us/event/ROY-WOODS-ME-and-U-TOUR/564771,202928,1400620,Exis,2984816.0
Sara Evans,2023-11-24,Perot Theatre,scheduled,"221 Main St, Texarkana Texas 75501",['country-music'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/3358514/sara-evansgo-tell-it-on-the-mountain-tour-texarkana-perot-theatre?utm_source=jambase&utm_campaign=jambase,202928,1400620,Restless,652225.0
Tyla Yaweh,2023-11-24,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['hip-hop-rap'],https://www.houseofblues.com/dallas/events?utm_source=jambase,202928,1400620,Heart Full of Rage,1123705.0
Aqua,2023-11-24,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Faqua-barbie-world-tour-austin-texas-11-24-2023%2Fevent%2F3A005F18B42D3DC2,202928,1400620,Aquarium,4119438.0
NGHTMRE,2023-11-24,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719","['edm', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=559961&afflky=369NMM,202928,1400620,DRMVRSE,346238.0
Purple Kiss,2023-11-24,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205",['pop'],https://vibeseventcenter.com/?utm_source=jambase,202928,1400620,Into Violet,2267289.0
The Bellamy Brothers,2023-11-24,Main Street Crossing,scheduled,"111 West Main Street, Tomball Texas 77375",['country-music'],https://mainstreetcrossing.com/?utm_source=jambase,202928,1400620,Bellamy Brothers,299754.0
Randy Rogers Band,2023-11-24,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,Just A Matter Of Time,230403.0
Malaa,2023-11-24,The Shack at Panther Island Pavilion,scheduled,"395 Purcey St., Fort Worth Texas 76102",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573635&afflky=369NMM,202928,1400620,Notorious,216875.0
Svdden Death,2023-11-24,11:11,scheduled,"9740 Dyer St Suite #117, El Paso Texas 79924",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=567719&afflky=369NMM,202928,1400620,VOYD Vol. II,274288.0
Free Throw,2023-11-24,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",['punk'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/8847438/free-throw-austin-come-and-take-it-live?utm_source=jambase&utm_campaign=jambase,202928,1400620,Those Days Are Gone,2853379.0
Jonny Craig,2023-11-24,The Rock Box,scheduled,"1223 E Houston St, San Antonio Texas 78205",['metal'],https://www.tixr.com/groups/dinproductions/events/jonny-craig-the-past-should-stay-dead-tour-satx--78794?utm_source=jambase&utm_campaign=jambase,202928,1400620,A Dream Is A Question You Don't Know How To Answer,2663822.0
Pussy Riot,2023-11-24,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['hip-hop-rap', 'punk']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=567579&afflky=369NMM,202928,1400620,PANIC ATTACK,215708.0
Mind Against,2023-11-24,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",['edm'],https://www.eventbrite.com/e/mind-against-at-itll-do-club-tickets-731497317167,202928,1400620,Walking Away,50366.0
HeRobust,2023-11-24,9PM Music Venue,scheduled,"9371 Richmond Ave., Houston Texas 77063",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=563301&afflky=369NMM,202928,1400620,I'm Aloud,69022.0
Mammoth WVH,2023-11-24,Warehouse Live Ballroom,scheduled,"813 St. Emanual, Houston Texas 77003",['rock'],http://www.warehouselive.com?utm_source=jambase,202928,1400620,Mammoth WVH,325999.0
Dombresky,2023-11-24,Superstition,scheduled,"112 E Riverside Dr, Austin Texas 78704","['edm', 'pop']",https://link.dice.fm/A7c5e73c1362,202928,1400620,Down Low,121626.0
Wild Party,2023-11-24,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fwild-party-houston-texas-11-24-2023%2Fevent%2F3A005F1FD4D36B50,202928,1400620,Phantom Pop,2286328.0
Sidepiece,2023-11-24,The Echo Lounge & Music Hall,scheduled,"1323 N. Stemmons Fwy., Dallas Texas 75207",['edm'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fsidepiece-home-run-tour-dallas-texas-11-24-2023%2Fevent%2F0C005F6EE3BC5000%3Futm_content%3Dhotevent,202928,1400620,Together,164132.0
Jon Wolfe,2023-11-24,Gruene Hall,scheduled,"1281 Gruene Rd, New Braunfels Texas 78130",['country-music'],http://gruenehall.com/?utm_source=jambase,202928,1400620,Any Night in Texas,33771.0
Slaid Cleaves,2023-11-24,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215","['americana', 'country-music', 'folk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=550633&afflky=369NMM,202928,1400620,Broke Down,198868.0
Devil Master,2023-11-24,The Mohawk,scheduled,"912 Red River Rd., Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570773&afflky=369NMM,202928,1400620,Satan Spits on Children of Light,235331.0
Giovannie & The Hired Guns,2023-11-24,Mo’s Place,scheduled,"the corner of Mason Road @ Kingsland, Katy Texas 77494",['country-music'],No Ticket Link,202928,1400620,,
Gary P. Nunn,2023-11-24,John T. Floore Country Store,scheduled,"14492 Old Bandera Road, Helotes Texas 78023",['country-music'],http://www.liveatfloores.com/?utm_source=jambase,202928,1400620,What I Like About Texas: Greatest Hits,30119.0
Calcium,2023-11-24,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.eventbrite.com/e/calcium-dead-on-arrival-tour-w-mad-dubz-stereo-live-dallas-tickets-689416722977,202928,1400620,Dissolve EP,27158.0
Randy Rogers Band,2023-11-24,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,Just A Matter Of Time,230403.0
Malaa,2023-11-24,The Shack at Panther Island Pavilion,scheduled,"395 Purcey St., Fort Worth Texas 76102",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573635&afflky=369NMM,202928,1400620,Notorious,216875.0
Svdden Death,2023-11-24,11:11,scheduled,"9740 Dyer St Suite #117, El Paso Texas 79924",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=567719&afflky=369NMM,202928,1400620,VOYD Vol. II,274288.0
Randy Rogers Band,2023-11-25,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,Just A Matter Of Time,230403.0
Free Throw,2023-11-25,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",['punk'],https://www.axs.com/events/496883/free-throw-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Those Days Are Gone,2853379.0
Princess Chelsea,2023-11-25,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",['pop'],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,Lil' Golden Book,2289246.0
Jonny Craig,2023-11-25,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",['metal'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/47886155/jonny-craigthe-past-should-stay-dead-tourcelebrating-15-years-of-relativity-austin-come-and-take-it-live?utm_source=jambase&utm_campaign=jambase,202928,1400620,A Dream Is A Question You Don't Know How To Answer,2663822.0
Matroda,2023-11-25,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.stereolive.com/dallas/?utm_source=jambase,202928,1400620,Forget It,264442.0
Mammoth WVH,2023-11-25,The Factory in Deep Ellum,scheduled,"2713 Canton Street, Dallas Texas 75226",['rock'],https://www.axs.com/events/492278/mammoth-wvh-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Mammoth WVH,325999.0
Wild Party,2023-11-25,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=566764&afflky=369NMM,202928,1400620,Phantom Pop,2286328.0
Cory Morrow,2023-11-25,Tannahill’s Tavern and Music Hall,scheduled,"122 E. Exchange Suite 200, Fort Worth Texas 76164",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcory-morrow-fort-worth-texas-11-25-2023%2Fevent%2F0C005F1FBA684BE5,202928,1400620,The Man That I've Been,72897.0
Willie Clayton,2023-11-25,Warehouse Live Ballroom,scheduled,"813 St. Emanual, Houston Texas 77003","['blues', 'rhythm-and-blues-soul']",http://www.warehouselive.com?utm_source=jambase,202928,1400620,Gifted,13177.0
Kody West,2023-11-25,Legacy Hall,scheduled,"7800 Windrose Ave, Plano Texas 75024",['country-music'],https://www.tixr.com/groups/dinproductions/events/kody-west-plano--68420?utm_source=jambase&utm_campaign=jambase,202928,1400620,Green,116004.0
Bob Schneider,2023-11-25,ACL Live at The Moody Theater,scheduled,"310 Willie Nelson Blvd, W. 2nd Street, Austin Texas 78701","['folk', 'indie', 'pop']",https://acl-live.com/?utm_source=jambase,202928,1400620,I'm Good Now,175373.0
Spencer Brown,2023-11-25,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",['edm'],http://itlldoclub.com/?utm_source=jambase,202928,1400620,Illusion of Perfection,198805.0
Element Eighty,2023-11-25,Warehouse Live Studio,scheduled,"813 St. Emanuel Street, Houston Texas 77003",['hip-hop-rap'],http://www.warehouselive.com?utm_source=jambase,202928,1400620,Element Eighty,2892843.0
Hi I’m Ghost,2023-11-25,Summit Rooftop Lounge,scheduled,"120 W 5th St, Austin Texas 78701",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=577003&afflky=369NMM,202928,1400620,(null),14.0
Giovannie & The Hired Guns,2023-11-25,The Backyard Bar Stage and Grill,scheduled,"511 S 8th St, Waco Texas 76706",['country-music'],https://www.backyardwaco.com/?utm_source=jambase,202928,1400620,,
Red Shahan,2023-11-25,John T. Floore Country Store,scheduled,"14492 Old Bandera Road, Helotes Texas 78023","['americana', 'country-music', 'folk']",http://www.liveatfloores.com/?utm_source=jambase,202928,1400620,Men & Coyotes,54059.0
Calcium,2023-11-25,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057",['edm'],https://www.eventbrite.com/e/calcium-dead-on-arrival-tour-w-cyclops-stereo-live-houston-tickets-689413894517,202928,1400620,Dissolve EP,27158.0
Grady Spencer & The Work,2023-11-25,Duetts Texas Club,scheduled,"420 Main Street, Martindale Texas 78655","['americana', 'folk']",https://link.dice.fm/ae31663d8c66,202928,1400620,,
Anything Box,2023-11-25,Rockhouse Bar & Grill,scheduled,"9828 Montana Ave, El Paso Texas 79925",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570602&afflky=369NMM,202928,1400620,Peace,149939.0
Walt Wilkins,2023-11-25,The Post at River East,scheduled,"2925 Race Street, Fort Worth Texas 76111",['country-music'],https://www.tixr.com/groups/afallon/events/walt-wilkins-darden-smith-86403?utm_source=jambase&utm_campaign=jambase,202928,1400620,Mustang Island,18411.0
John‐Allison Weiss,2023-11-25,Chess Club,scheduled,"617 Red River, Austin Texas 78701",[],https://link.dice.fm/o9a310d9f263,202928,1400620,…Was Right All Along (10th Anniversary),63.0
Eskuche,2023-11-25,The Cut,scheduled,"715 Red River St, Austin Texas 78701",['edm'],https://link.dice.fm/aacb82d7eabf,202928,1400620,Passion EP,16377.0
Alex Maas,2023-11-25,The 13th floor,scheduled,"711 Red River Street, Austin Texas 78701","['indie', 'rock']",https://link.dice.fm/O0d347820a1a,202928,1400620,Luca,52738.0
Patricia Vonne,2023-11-25,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=567394&afflky=369NMM,202928,1400620,Guitars & Castanets,14219.0
